project name,issue,fix-commit,tests
commons-compress,COMPRESS-200,716666a267169689e3b4559458c1f0d53a96ae0a,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/UTF8ZipFilesTest.java']
commons-compress,COMPRESS-200,e9d7bcf5f2284f2aa326a3d2ea1807c465b0de8b,[]
commons-compress,COMPRESS-201,65837142a3cd20a9253dba4d21e547866dc1224b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveEntryTest.java']
commons-compress,COMPRESS-203,e4f645c89fc53128f3e4b35ec208d90cb6eca015,[]
commons-compress,COMPRESS-203,09b8f6d78e18b927491fc299973146fa74fd977f,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java']
commons-compress,COMPRESS-205,bb74f0c4cd5febd41fd6ab74f978a6219dc33f64,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestampTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveEntryTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/ChainingTestCase.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/DetectArchiverTestCase.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/Maven221MultiVolumeTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/UTF8ZipFilesTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/EncryptedArchiveTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/X7875_NewUnixTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/DetectCompressorTestCase.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/SparseFilesTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/LongPathTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/AbstractTestCase.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']"
commons-compress,COMPRESS-206,79a7d826698725fb919af08aa3d99fb52c7fe816,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
commons-compress,COMPRESS-212,f4044dd0d86684959764783583f24f2b8baf44b0,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
commons-compress,COMPRESS-213,ccc7441a3a7a6d216770cc00dc0fa0b7146bd7f5,[]
commons-compress,COMPRESS-218,853576ac9726abb3a43544a7b71eeab4bbe29758,[]
commons-compress,COMPRESS-219,d9b559615109e94e6e7cad91e4f6dfa891f51e82,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamTest.java']
commons-compress,COMPRESS-221,62200b4185c983df55d2d09a70223097df1db33f,[]
commons-compress,COMPRESS-223,d4baeb15bae488bb7cf534457a9ef65922cb3564,[]
commons-compress,COMPRESS-227,5127ee6b5830003c90f56d60bc67068e09c40f6d,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java']
commons-compress,COMPRESS-227,f62cf85eecf7ce4f3ebc595e00cef36e93f85fdf,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java']
commons-compress,COMPRESS-227,1a237bddc94187290b58a74ac9f8b98bd4e5b13c,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java']
commons-compress,COMPRESS-228,e860d2f3eb16d84e146a8a700d9dbd3af01df4ba,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java']
commons-compress,COMPRESS-229,29d9a8b1e5266a3fc645b1cb9ea4617abbb09c82,[]
commons-compress,COMPRESS-229,601e4d7dbf966bc861f15c6dd657cb68772df08e,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/LongPathTest.java']
commons-compress,COMPRESS-236,040e42d0f0bebc15ca80cb80fb6db53804b2e082,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/cpio/CpioArchiveInputStreamTest.java']
commons-compress,COMPRESS-237,2ba220330c8cc3def7b5c354b581866eec5cbe2c,[]
commons-compress,COMPRESS-239,f3d34aa6202c75bfac354fe5befe1e5ab5c7d8d8,[]
commons-compress,COMPRESS-240,eb9318d8fda86d26eb3c6cbcd691f6820abf972b,[]
commons-compress,COMPRESS-241,46600216975867189da464a18c901674f085184a,[]
commons-compress,COMPRESS-244,db0ea954f28050662eee8c2b120499cc1849df5f,[]
commons-compress,COMPRESS-245,2221ee87b406cf1781f0a4f18914812db2256b01,[]
commons-compress,COMPRESS-252,5c2d32b322fa797cf428b35c4c5998173d6403d5,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZOutputFileTest.java']
commons-compress,COMPRESS-253,71e4eeadcfc5eb390eca1142fc1f6ee5b1b4d5c1,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/compressors/bzip2/PythonTruncatedBzip2Test.java']
commons-compress,COMPRESS-256,cbb5a1ad9b0b80f717ee71dc0fc765afdc1601c0,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileTest.java']
commons-compress,COMPRESS-259,07b15a15038f69612d2bba75f750814cbfbe0a08,[]
commons-compress,COMPRESS-262,8da377299d085b4ce1f15dbc0732232ea32e601d,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java']
commons-compress,COMPRESS-264,aed56110ff582b96aecf7675a9cfe5247ffa3e7d,"[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipFileTest.java', u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/ZipArchiveInputStreamTest.java']"
commons-compress,COMPRESS-265,c608c3309b99ec69bfcdd6aaa1ad32851d09e94d,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java']
commons-compress,COMPRESS-267,a99d1e3decf289a998effa4fb976d83555c47d94,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/ArchiveStreamFactoryTest.java']
commons-compress,COMPRESS-267,3a1451bddfdd74cfbc6f9c184a51a32696cec2a2,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileTest.java']
commons-compress,COMPRESS-270,7be83c02122feac8eb6de64c05d63342fa5eea03,[]
commons-compress,COMPRESS-270,c1ae99e7dd9f1a2ad0623202ea179b1ae8f8d8da,[]
commons-compress,COMPRESS-272,c5f9ceb3cb7a5822012fe33ecfc2d561f63697f8,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/compressors/ZTestCase.java']
commons-compress,COMPRESS-273,5ab06da27113785edd51ee465f5b8015c21f2cd9,[]
commons-compress,COMPRESS-274,8e5f665d8f3ee23a1804a90d415af530e0ba5095,[]
commons-compress,COMPRESS-276,aa0c705ed4680055eb1ffedaafbc6a53b8f862aa,[]
commons-compress,COMPRESS-277,0508270c67e412b6b5026b25254062ce3d6c2dc7,[]
commons-compress,COMPRESS-277,557800a53cedad99afc951032a11931f3e39bf13,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/utils/IOUtilsTest.java']
commons-compress,COMPRESS-278,1ea7e01eb6776071eddf60f7783d650ec7d60e74,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java']
commons-compress,COMPRESS-279,ddb5fd6d8e4d5fa9f7fa659c93fb6eb04f238689,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
commons-compress,COMPRESS-286,f86a4986c5fce374da74664cd8542f7e059d119c,[]
commons-compress,COMPRESS-287,7e6c7136cf0165f107daf8f9f1818c7d9c9fcc27,[]
commons-compress,COMPRESS-289,23d15f6cc39e71b31058272849c961fcca6adfe1,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java']
commons-compress,COMPRESS-289,dd71368488dd8e0fb0bf8f7aabd4f702502d5615,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveOutputStreamTest.java']
commons-compress,COMPRESS-297,f7070b2c01020438d4a7712ae304b53ced16febc,[]
commons-compress,COMPRESS-297,56c83a5dd4284f9150e4959a5e266215a292ba28,[]
commons-compress,COMPRESS-300,f25588258e520cbf1d388d3d9b48a4942d3d7c28,[]
commons-compress,COMPRESS-301,f8bf45444c49053a92f6f560c5008d5ac43aa27f,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java']
commons-compress,COMPRESS-301,915fdd3fcb55f81fbb4f63f9f9752c329488c524,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java']
commons-compress,COMPRESS-302,0b33b14271675a78b8bc2e538089af2ecde7d2a0,[]
commons-compress,COMPRESS-303,121cae778dcb63a4ca4f1ee2743e58bffcbfe4be,[]
commons-compress,COMPRESS-306,d50feb67569fb5881b8a2ff5996f656c5f207c2e,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/ArchiveStreamFactoryTest.java']
commons-compress,COMPRESS-308,af1f8163af8b52bc28a18109858744967935d828,[]
commons-compress,COMPRESS-309,5cf68bdc46c7bcc0fc5eb3cacd1c84514ef552cf,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/compressors/bzip2/BZip2CompressorInputStreamTest.java']
commons-compress,COMPRESS-312,31b546aecd87725c8a1274d1485cee89bdddfdce,[]
commons-compress,COMPRESS-314,3c4a09bf28e7cd600b919b8c799fbbfd19a94c0b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
commons-compress,COMPRESS-315,24a3100e9897837b513a0d9f2ae26fd02ec91246,[]
commons-compress,COMPRESS-316,b72b5c716ac18150396d05988d9eab745bea02b9,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/compressors/DetectCompressorTestCase.java']
commons-compress,COMPRESS-317,8682c8d4f2281f838765a213d0241366255c99a0,[]
commons-compress,COMPRESS-321,e6e24766377e705e89358fb9cf6253e2e9e645db,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/X7875_NewUnixTest.java']
commons-compress,COMPRESS-324,1930eed89459d1ea726762e362143a5aa2ccaeb4,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
commons-compress,COMPRESS-326,a2cda30be14b3da01cbbbedc41b70daf6d88da8b,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/zip/X5455_ExtendedTimestampTest.java']
commons-compress,COMPRESS-330,51eb0f22b20b94fc635ecc64cdcb5f72e0ed0186,[]
commons-compress,COMPRESS-331,1fb42987de0d21c9b6777272320b64230eadb277,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarUtilsTest.java']
commons-compress,COMPRESS-332,30f1ac1dcf7c333bbf5f2aa77e143f001216130c,[]
commons-compress,COMPRESS-334,b4805bb1f3ed74ff260e73f571195102f435f55d,[]
commons-compress,COMPRESS-334,36335e3face4b866c7bb88b39fa8a99959d0a907,[]
commons-compress,COMPRESS-335,7250daa429020181bb5a4c40d1aaa169631b8496,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/DetectArchiverTestCase.java']
commons-compress,COMPRESS-336,32633c39ffe7aa2ba24899877c7425803b10444d,[]
commons-compress,COMPRESS-343,f9334473bd9993f38458ecee137ba9e7f7b79abb,[]
commons-compress,COMPRESS-343,73ec9c125fc4cafada4434b02d603d41e092b675,[]
commons-compress,COMPRESS-343,a2ba6d54852aceda5e3bf9285730da743ef04e77,[]
commons-compress,COMPRESS-344,a5eca568368b287f875149133a7ff6029b07aad8,[]
commons-compress,COMPRESS-348,d0501577d37b594c3ff59a39ac211f7a1b170fa7,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/sevenz/SevenZFileTest.java']
commons-compress,COMPRESS-351,b5071c2f8bcaa96cc9efb0214b2896cc26996ca9,[]
commons-compress,COMPRESS-351,11840dfde044fec90b0cb4a715ce9d213acea3ca,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/ArchiveUtilsTest.java']
commons-compress,COMPRESS-351,318de9ae84f1731fda8ce0785ae537f149ea5fcf,[]
commons-compress,COMPRESS-351,ddb8f08c79b8568c9cba3af61fb5a613e0ccba22,[]
commons-compress,COMPRESS-354,3083ea535f6d76c93825d7a7bd1dbea227f447a5,[]
commons-compress,COMPRESS-355,19a620c904587dc0397b43bfe9071ff60033c097,[u'C:\\Code\\Lab\\BugMiner\\tested_project\\commons-compress\\src/test/java/org/apache/commons/compress/archivers/tar/TarArchiveInputStreamTest.java']
